Name,rarity,mana_cost,collector_number,type,image_url,Unique ID,Color,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Silver Age Legal,Commoner Legal,LL Legal,total_count,average_count_per_deck,average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,draft_average_occurrence3,pick_rate,Fang_total_count,Fang_average_count_per_deck,Fang_average_count_per_normalized_deck,Fang_pick_rate,Cindra_total_count,Cindra_average_count_per_deck,Cindra_average_count_per_normalized_deck,Cindra_pick_rate,"Arakni, Web of Deceit_total_count","Arakni, Web of Deceit_average_count_per_deck","Arakni, Web of Deceit_average_count_per_normalized_deck","Arakni, Web of Deceit_pick_rate",weighted_pick_rate
To the Point (red),rare,1,HNT199,"Assassin, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT199.png,hznLkw6NwCdwhnH9KbKdF,Red,1,0,,2,,,,"Assassin, Warrior, Attack Reaction",,,,,,,Mark,"Target dagger attack gets +3{p}. If the defending hero is **marked**, instead it gets +4{p}.",Assassin / Warrior Attack Reaction,,,,,No,,19,0.09405940594059406,0.07975393545677548,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.1268657124801747,10,0.11904761904761904,0.10077583961512532,0.16056433466129308,0,0.0,0.0,0.0,9,0.1267605633802817,0.10767780893800166,0.17097852256086687,0.11051428574071998
To the Point (yellow),rare,2,HNT200,"Assassin, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT200.png,zGMwPW7DFJjTJBBdnmfwD,Yellow,2,0,,2,,,,"Assassin, Warrior, Attack Reaction",,,,,,,Mark,"Target dagger attack gets +2{p}. If the defending hero is **marked**, instead it gets +3{p}.",Assassin / Warrior Attack Reaction,,,,,No,,17,0.08415841584158416,0.07350795579891074,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.11351142695594578,9,0.10714285714285714,0.09607160312805474,0.14450790119516377,0,0.0,0.0,0.0,8,0.11267605633802817,0.09547313251582208,0.1519809089429928,0.09882960337938551
To the Point (blue),rare,3,HNT201,"Assassin, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT201.png,7tkH9LH8hHKQLmBGNJrM6,Blue,3,0,,2,,,,"Assassin, Warrior, Attack Reaction",,,,,,,Mark,"Target dagger attack gets +1{p}. If the defending hero is **marked**, instead it gets +2{p}.",Assassin / Warrior Attack Reaction,,,,,No,,30,0.1485148514851485,0.13199948742345116,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.20031428286343372,23,0.27380952380952384,0.24373671390540536,0.36929796972097406,0,0.0,0.0,0.0,7,0.09859154929577464,0.0871832745279307,0.13298329532511868,0.16742708834869757
Cut from the Same Cloth (red),rare,1,HNT202,"Assassin, Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT202.png,D6JbcW8RH7kTQqrp9CLwb,Red,1,0,,2,,,,"Assassin, Warrior, Action",,"Mark, Go again",,,,,,"""Target opposing hero reveals their hand. If an attack reaction card is revealed this way, **mark** them.",,,,,,,,30,0.1485148514851485,0.13140668109378964,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.20031428286343372,13,0.15476190476190477,0.14104839760928808,0.20873363505968098,0,0.0,0.0,0.0,17,0.23943661971830985,0.20698710115162394,0.3229594315038597,0.1772310221878469
Cut from the Same Cloth (yellow),rare,2,HNT203,"Assassin, Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT203.png,FpRhRwNmrPWrT7chpRJDj,Yellow,2,0,,2,,,,"Assassin, Warrior, Action",,"Mark, Go again",,,,,,"""Target opposing hero reveals their hand. If an attack reaction card is revealed this way, **mark** them.",,,,,,,,23,0.11386138613861387,0.10319429412090392,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.1535742835286325,14,0.16666666666666666,0.15134492419356912,0.2247900685258103,0,0.0,0.0,0.0,9,0.1267605633802817,0.11453906732623627,0.17097852256086687,0.13192286369555906
Cut from the Same Cloth (blue),rare,3,HNT204,"Assassin, Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT204.png,8tnJpPbzJqbBBdPBpc8Wt,Blue,3,0,,2,,,,"Assassin, Warrior, Action",,"Mark, Go again",,,,,,"""Target opposing hero reveals their hand. If an attack reaction card is revealed this way, **mark** them.",,,,,,,,13,0.06435643564356436,0.0551680617533128,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.08680285590748794,8,0.09523809523809523,0.08433282166001059,0.12845146772903446,0,0.0,0.0,0.0,5,0.07042253521126761,0.05718297823560982,0.09498806808937049,0.07447984527280165
Incision (red),common,1,HNT205,"Assassin, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT205.png,qh69zwgzjzDtjgTLN8c7P,Red,1,0,,3,,,,"Assassin, Warrior, Attack Reaction",,,,,,,,Target dagger attack gets +3{p}.,Assassin / Warrior Attack Reaction,,,,,,,41,0.20297029702970298,0.1785166665316901,2.213092787878789,2.213092787878789,2.109568363636365,0.09298384667090957,27,0.32142857142857145,0.2862370686030286,0.14679271765789134,0,0.0,0.0,0.0,14,0.19718309859154928,0.16924581516545065,0.09065129222634166,0.07914800329474433
Incision (yellow),common,2,HNT206,"Assassin, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT206.png,pLrkq7WBQfk9LjdzLHNBw,Yellow,2,0,,3,,,,"Assassin, Warrior, Attack Reaction",,,,,,,,Target dagger attack gets +2{p}.,Assassin / Warrior Attack Reaction,,,,,,,63,0.3118811881188119,0.2741249763704422,2.213092787878789,2.213092787878789,2.109568363636365,0.14287761805530005,37,0.44047619047619047,0.3888705849030196,0.20116039086451779,0,0.0,0.0,0.0,26,0.36619718309859156,0.31983262105599547,0.16835239984892023,0.12317093023781267
Incision (blue),common,3,HNT207,"Assassin, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT207.png,RNrdzq87MmgFMG6WPHhhz,Blue,3,0,,3,,,,"Assassin, Warrior, Attack Reaction",,,,,,,,Target dagger attack gets +1{p}.,Assassin / Warrior Attack Reaction,,,,,,,49,0.24257425742574257,0.21574296068972176,2.213092787878789,2.213092787878789,2.109568363636365,0.11112703626523339,34,0.40476190476190477,0.3637445518290599,0.18485008890252985,0,0.0,0.0,0.0,15,0.2112676056338028,0.18345824937581354,0.09712638452822321,0.09399215781025101
Scar Tissue (red),common,1,HNT208,"Assassin, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT208.png,t6JCJM8LbB8DcqTwHj7Mk,Red,1,0,,2,,,,"Assassin, Warrior, Attack Reaction",,,,,Mark,,,"""Target dagger attack gets +3{p} and """"When this hits a hero, **mark** them.""""""",Assassin / Warrior Attack Reaction,,,,,,,116,0.5742574257425742,0.5050566334761667,4.259518242424243,3.236305515151515,3.0810065454545446,0.16173577545019668,60,0.7142857142857143,0.6362132723737637,0.19238543736317584,0,0.0,0.0,0.0,56,0.7887323943661971,0.6842186631378818,0.2265121230637776,0.13963252014231783
Scar Tissue (yellow),common,2,HNT209,"Assassin, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT209.png,GHfNcPpwFnQttfmWMDq86,Yellow,2,0,,2,,,,"Assassin, Warrior, Attack Reaction",,,,,Mark,,,"""Target dagger attack gets +2{p} and """"When this hits a hero, **mark** them.""""""",Assassin / Warrior Attack Reaction,,,,,,,48,0.2376237623762376,0.20879177227542547,2.213092787878789,2.213092787878789,2.109568363636365,0.10885913756594291,25,0.2976190476190476,0.26169895405915367,0.13591918301656608,0,0.0,0.0,0.0,23,0.323943661971831,0.28441163181221174,0.1489271229432756,0.09494876865328056
Scar Tissue (blue),common,3,HNT210,"Assassin, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT210.png,KjLnGJk9WwJKDbRtpBRKG,Blue,3,0,,2,,,,"Assassin, Warrior, Attack Reaction",,,,,Mark,,,"""Target dagger attack gets +1{p} and """"When this hits a hero, **mark** them.""""""",Assassin / Warrior Attack Reaction,,,,,,,52,0.25742574257425743,0.22876097777244236,2.213092787878789,2.213092787878789,2.109568363636365,0.11793073236310482,33,0.39285714285714285,0.3535718564921673,0.1794133215818672,0,0.0,0.0,0.0,19,0.2676056338028169,0.23253072626325783,0.1230267537357494,0.10081335843920554
Take a Stab (red),common,1,HNT211,"Assassin, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT211.png,DkcD8cfprKB8RPWLKdMhf,Red,1,0,,2,,,,"Assassin, Warrior, Attack Reaction",,,,,,,Mark,"""Target dagger attack gets +3{p} and """"When this hits a **marked** hero, you may attack with it an additional time this turn.""""""",Assassin / Warrior Attack Reaction,,,,,,,40,0.19801980198019803,0.17633033071240015,2.213092787878789,2.213092787878789,2.109568363636365,0.0907159479716191,14,0.16666666666666666,0.15024255593970326,0.07611474248927699,0,0.0,0.0,0.0,26,0.36619718309859156,0.32392045218267257,0.16835239984892023,0.08148904744606573
Take a Stab (yellow),common,2,HNT212,"Assassin, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT212.png,b7j6PpNMGdBQndqjMtcHt,Yellow,2,0,,2,,,,"Assassin, Warrior, Attack Reaction",,,,,,,Mark,"""Target dagger attack gets +2{p} and """"When this hits a **marked** hero, you may attack with it an additional time this turn.""""""",Assassin / Warrior Attack Reaction,,,,,,,39,0.19306930693069307,0.167044512690779,2.213092787878789,2.213092787878789,2.109568363636365,0.0884480492723286,27,0.32142857142857145,0.2805835209030252,0.14679271765789134,0,0.0,0.0,0.0,12,0.16901408450704225,0.14329543391103156,0.07770110762257856,0.07483127509348997
Take a Stab (blue),common,3,HNT213,"Assassin, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT213.png,mrHRpJzKbQPN9TnLb6mjd,Blue,3,0,,2,,,,"Assassin, Warrior, Attack Reaction",,,,,,,Mark,"""Target dagger attack gets +1{p} and """"When this hits a **marked** hero, you may attack with it an additional time this turn.""""""",Assassin / Warrior Attack Reaction,,,,,,,48,0.2376237623762376,0.20533923566444778,2.213092787878789,2.213092787878789,2.109568363636365,0.10885913756594291,29,0.34523809523809523,0.30267655838610036,0.15766625229921663,0,0.0,0.0,0.0,19,0.2676056338028169,0.2261083760533244,0.1230267537357494,0.09356433534498869
Den of the Spider (red),common,1,HNT214,"Assassin, Warrior, Defense Reaction, Trap",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT214.png,jmNMNj8FrgJCR8dCcbmTr,Red,1,0,,3,,,,"Assassin, Warrior, Defense Reaction, Trap",,,,,Mark,,,"When this defends an attack with {p} greater than its base, **mark** the attacking hero.",Assassin / Warrior Action Defense Reaction - Trap,,,,,,,79,0.3910891089108911,0.3413057697975857,2.213092787878789,3.236305515151515,3.0810065454545446,0.1381304895527611,31,0.36904761904761907,0.3262392675151625,0.1372142551129392,0,0.0,0.0,0.0,48,0.676056338028169,0.58506573278646,0.23500329980684573,0.12407251830659498
Blade Beckoner Helm,rare,0,HNT216,"Generic, Equipment, Head",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT216.png,7bLqk7cJF877QFfzBcGWL,,,,,1,,,,"Generic, Equipment, Head",,Guardwell,,,,,,"""This gets +1{d} while defending a weapon attack.",,,,,,,,27,0.13366336633663367,0.0,0.658142181818182,0.658142181818182,0.6579018181818179,0.2031135971291396,10,0.11904761904761904,0.0,0.1808992911609284,9,0.19148936170212766,0.0,0.29098605273868844,8,0.11267605633802817,0.0,0.17122611322754802,0.21437048570905495
Blade Beckoner Plating,rare,0,HNT217,"Generic, Equipment, Chest",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT217.png,m8GfTFCJ9DkNWwmJbKBth,,,,,1,,,,"Generic, Equipment, Chest",,Guardwell,,,,,,"""This gets +1{d} while defending a weapon attack.",,,,,,,,22,0.10891089108910891,0.0,0.658142181818182,0.658142181818182,0.6579018181818179,0.16549996803115077,9,0.10714285714285714,0.0,0.16280936204483556,6,0.1276595744680851,0.0,0.19399070182579228,7,0.09859154929577464,0.0,0.14982284907410454,0.1688743043149108
Blade Beckoner Gauntlets,rare,0,HNT218,"Generic, Equipment, Arms",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT218.png,BtThQJzWQFwCfzfHWbjdJ,,,,,1,,,,"Generic, Equipment, Arms",,Guardwell,,,,,,"""This gets +1{d} while defending a weapon attack.",,,,,,,,28,0.13861386138613863,0.0,0.658142181818182,0.658142181818182,0.6579018181818179,0.21063632294873735,13,0.15476190476190477,0.0,0.23516907850920693,8,0.1702127659574468,0.0,0.2586542691010564,7,0.09859154929577464,0.0,0.14982284907410454,0.21454873222812262
Blade Beckoner Boots,rare,0,HNT219,"Generic, Equipment, Legs",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT219.png,N7WzjJdqrn8NTh6f8rDb9,,,,,1,,,,"Generic, Equipment, Legs",,Guardwell,,,,,,"""This gets +1{d} while defending a weapon attack.",,,,,,,,22,0.10891089108910891,0.0,0.658142181818182,0.658142181818182,0.6579018181818179,0.16549996803115077,10,0.11904761904761904,0.0,0.1808992911609284,4,0.0851063829787234,0.0,0.1293271345505282,8,0.11267605633802817,0.0,0.17122611322754802,0.16048417964633488
Bunker Beard,common,0,HNT220,"Generic, Equipment, Head",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT220.png,qdzb6znQFtcJHcPNnkFF7,,,,,0,,,,"Generic, Equipment, Head",,,Defense Reaction,,,,,**Defense Reaction** - Destroy this: You may add an action card from your arsenal to the active chain link as a defending card.,Generic Equipment - Head,,,,,,,20,0.09900990099009901,0.0,1.817746909090909,1.8745514999999997,1.7799749999999992,0.05419374743930079,7,0.08333333333333333,0.0,0.045668183684550716,4,0.0851063829787234,0.0,0.04633629740677844,9,0.1267605633802817,0.0,0.06952960152623291,0.05384469420585403
Rotten Remains (blue),mythic,3,HNT221,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT221.png,kMcJmLgJPhnbtBkWkPH77,Blue,3,0,1,3,,,,"Generic, Action, Attack",,,,,,,,"When this attacks, you may banish a card with 1{p} from each hero's graveyard. If you do, this gets +1{p}, then repeat this process.",Generic Action - Attack,,,,No,No,,9,0.04455445544554455,0.03945764378875221,0.23167999999999994,0.23167999999999994,0.23251399999999986,0.19210833475671388,3,0.03571428571428571,0.032061473237943824,0.15402809657315214,5,0.10638297872340426,0.09350909259923816,0.45868883246812403,1,0.014084507042253521,0.012427506213753107,0.06071290059282507,0.22447660987803375
Shelter from the Storm (red),mythic,1,HNT222,"Generic, Defense Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT222.png,BgPLgpRRpkb7bgRMfcL9N,Red,1,0,,4,,,,"Generic, Defense Reaction",,,Instant,,,,,"**Instant** - Discard this: The next 3 times you would be dealt damage this turn, prevent 1 of that damage.",Generic Defense Reaction,,,,No,No,,6,0.0297029702970297,0.027387219977446742,0.23167999999999994,0.23167999999999994,0.23251399999999986,0.12807222317114259,5,0.05952380952380952,0.055037232456587294,0.2567134942885869,0,0.0,0.0,0.0,1,0.014084507042253521,0.012804097311139566,0.06071290059282507,0.105808798293804
Dual Threat (yellow),mythic,2,HNT223,"Generic, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT223.png,FnPjLR9FPNJzBcJpCf8mQ,Yellow,2,0,,3,,,,"Generic, Action",,Go again,,,,,,"""If you've attacked with a weapon this turn, the next attack action card you play this turn gets +3{p}.",,,,,,,,2,0.009900990099009901,0.008884370579915134,0.23167999999999994,0.23167999999999994,0.23251399999999986,0.04269074105704753,0,0.0,0.0,0.0,2,0.0425531914893617,0.0381838905775076,0.1834755329872496,0,0.0,0.0,0.0,0.06115851099574987
Pursue to the Edge of Oblivion (red),rare,1,HNT224,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT224.png,W6dTQMgChGpqBdDnrp6g8,Red,1,0,4,3,,,,"Generic, Action, Attack",,Mark,,,,,,"When this hits a hero, **mark** them.",Generic Action - Attack,,,,,No,,24,0.1188118811881188,0.1035509308653355,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.16025142629074698,11,0.13095238095238096,0.11411263932272335,0.1766207681274224,6,0.1276595744680851,0.11877101561283401,0.172185519365624,7,0.09859154929577464,0.08098012109698326,0.13298329532511868,0.16059652760605503
Pursue to the Pits of Despair (red),rare,1,HNT225,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT225.png,w7prWHb7LbrPMChNMdHzq,Red,1,1,5,3,,,,"Generic, Action, Attack",,Mark,,,,,,"When this hits a hero, **mark** them.",Generic Action - Attack,,,,,No,,14,0.06930693069306931,0.0606267276695349,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.0934799986696024,6,0.07142857142857142,0.06331490929705215,0.09633860079677584,2,0.0425531914893617,0.03757944183476099,0.05739517312187467,6,0.08450704225352113,0.07270299777549157,0.11398568170724459,0.08923981854196504
Sound the Alarm (red),rare,1,HNT226,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT226.png,TGDrGkM6WHKGtC9HQbzcT,Red,1,1,5,3,,,,"Generic, Action, Attack",,,,,,,,"When this attacks a hero, they reveal their hand. If an attack reaction card is revealed this way, you may search your deck for a defense reaction card, reveal it, then shuffle and put it on top.",Generic Action - Attack,,,,,No,,17,0.08415841584158416,0.07411282591466051,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.11351142695594578,4,0.047619047619047616,0.042691508421550436,0.06422573386451723,4,0.0851063829787234,0.07772736754276179,0.11479034624374934,9,0.1267605633802817,0.10889461764565327,0.17097852256086687,0.11666486755637782
Razor Reflex (red),rare,1,HNT227,"Generic, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT227.png,MTkdbnhrJNznC69Jg7NLj,Red,1,1,,2,,,,"Generic, Attack Reaction",,,,,Go again,,,"""Choose 1;",,,,,,,,10,0.04950495049504951,0.04093035372347514,0.658142181818182,0.658142181818182,0.6579018181818179,0.07522725819597763,1,0.011904761904761904,0.009398496240601503,0.01808992911609284,4,0.0851063829787234,0.07273332581283311,0.1293271345505282,5,0.07042253521126761,0.05718297823560982,0.10701632076721752,0.08481112814461285
Imperial Seal of Command (red),rare,1,HNT228,"Generic, Action, Item",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT228.png,RHB7WdBLKPhLTzJHTWJQq,Red,1,0,,,,,,"Generic, Action, Item",,Legendary,Action,Go again,,,,"""**Legendary**",,,,,,,,12,0.0594059405940594,0.051238892291965134,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.08012571314537349,5,0.05952380952380952,0.05172176437032125,0.08028216733064654,5,0.10638297872340426,0.09327673221805,0.1434879328046867,2,0.028169014084507043,0.022839741149600305,0.0379952272357482,0.08725510912369382
Relentless Pursuit (blue),rare,3,HNT229,"Generic, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT229.png,DDBjrbFWMHqkc7Pkqr6f6,Blue,3,0,,3,,,,"Generic, Action",,"Mark, Go again",,,,,,"""**Mark** target opposing hero.",,,,,,,,21,0.10396039603960396,0.08978897825244726,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.1402199980044036,8,0.09523809523809523,0.0818648260598725,0.12845146772903446,5,0.10638297872340426,0.09270516717325226,0.1434879328046867,8,0.11267605633802817,0.09723359663129863,0.1519809089429928,0.1413067698255713
Calming Breeze (red),rare,1,HNT230,"Generic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT230.png,kmP89HM9Rq9WdwgCbCC7q,Red,1,0,,,,,,"Generic, Instant",,,,,,,,"The next 3 times you would be dealt damage this turn, prevent 1 of that damage.",Generic Instant,,,,,No,,8,0.039603960396039604,0.03395777366719102,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.05341714209691566,3,0.03571428571428571,0.03226388307033468,0.04816930039838792,2,0.0425531914893617,0.035460992907801414,0.05739517312187467,3,0.04225352112676056,0.03496672445349025,0.056992840853622294,0.05418577145796163
Sigil of Solace (red),rare,1,HNT231,"Generic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT231.png,kzW8BKdWcm9LwtTCTdqRK,Red,1,0,,,,,,"Generic, Instant",,,,,,,,Gain 3{h},Generic Instant,,,,,No,,27,0.13366336633663367,0.11766440343890526,0.658142181818182,0.658142181818182,0.6579018181818179,0.2031135971291396,11,0.13095238095238096,0.11545765931270131,0.19898922027702123,2,0.0425531914893617,0.03738756637647654,0.0646635672752641,14,0.19718309859154928,0.17341620412250075,0.29964569814820907,0.1877661619001648
Tip-Off (red),common,1,HNT232,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT232.png,9CjK6W9dqPdJrfthqqKCD,Red,1,1,5,2,,,,"Generic, Action, Attack",,,Instant,Mark,,,,**Instant** - Discard this: **Mark** target opposing hero.,Generic Action - Attack,,,,,,,28,0.13861386138613863,0.12219285394392904,2.041621333333333,2.1231410724637687,2.0262850434782598,0.06708642170334424,8,0.09523809523809523,0.08451150094157042,0.04622146553768083,7,0.14893617021276595,0.13642695956525744,0.07158965685906243,13,0.18309859154929578,0.15735103264809364,0.08872942172116993,0.0688468480393044
Tip-Off (yellow),common,2,HNT233,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT233.png,Hfwh8FM6w6kLD76KtdhKK,Yellow,2,1,4,2,,,,"Generic, Action, Attack",,,Instant,Mark,,,,**Instant** - Discard this: **Mark** target opposing hero.,Generic Action - Attack,,,,,,,42,0.2079207920792079,0.1827031418851039,2.041621333333333,2.1231410724637687,2.0262850434782598,0.10062963255501636,12,0.14285714285714285,0.12700811546174182,0.06933219830652124,10,0.2127659574468085,0.19139251445258953,0.10227093837008919,20,0.28169014084507044,0.24284372933426704,0.13650680264795373,0.10270331310818805
Tip-Off (blue),common,3,HNT234,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT234.png,867HbTJM7BhLzBFgFzDdN,Blue,3,1,3,2,,,,"Generic, Action, Attack",,,Instant,Mark,,,,**Instant** - Discard this: **Mark** target opposing hero.,Generic Action - Attack,,,,,,,30,0.1485148514851485,0.1317268918282403,2.041621333333333,2.1231410724637687,2.0262850434782598,0.07187830896786883,12,0.14285714285714285,0.12774333713697364,0.06933219830652124,8,0.1702127659574468,0.15344780359264187,0.08181675069607135,10,0.14084507042253522,0.12206119804147299,0.06825340132397686,0.07313411677552314
Outed (red),common,1,HNT235,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT235.png,jhHRPW9NgMWC66TRC9G8d,Red,1,0,3,,,,,"Generic, Action, Attack",,Go again,,,,,Mark,"""If you are **marked**, you can't play this.",,,,,,,,33,0.16336633663366337,0.14188983212591016,2.041621333333333,2.1231410724637687,2.0262850434782598,0.07906613986465572,19,0.2261904761904762,0.19810376214550793,0.10977598065199197,8,0.1702127659574468,0.1467075760724071,0.08181675069607135,6,0.08450704225352113,0.07219399991278944,0.04095204079438612,0.07751492404748316
Lay Low (yellow),common,2,HNT236,"Generic, Defense Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT236.png,fnrjjBNqBwWQb7PhMtmzC,Yellow,2,0,,3,,,,"Generic, Defense Reaction",,,,,,,Mark,"""If you are **marked**, you can't play this.",,,,,,,,37,0.18316831683168316,0.163181191867291,2.041621333333333,2.1231410724637687,2.0262850434782598,0.0886499143937049,13,0.15476190476190477,0.1408670238722421,0.07510988149873134,10,0.2127659574468085,0.1848640836438083,0.10227093837008919,14,0.19718309859154928,0.17522758902345725,0.09555476185356762,0.09097852724079607
Exposed (blue),common,3,HNT237,"Generic, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT237.png,d7bwjcFhcrtN6btzhrdWB,Blue,3,0,,,,,,"Generic, Attack Reaction",,Mark,,,,,Mark,"""If you are **marked**, you can't play this.",,,,,,,,25,0.12376237623762376,0.11032187692881514,2.041621333333333,1.1449042028985505,1.0964885217391294,0.08559268343826124,9,0.10714285714285714,0.09853871900666425,0.06771286831114164,5,0.10638297872340426,0.0917813934084272,0.08290991922493192,11,0.15492957746478872,0.1365357922938702,0.11126795348010891,0.08729691367206083
Put in Context (blue),common,3,HNT238,"Generic, Defense Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT238.png,MwtKH7HkBhbtFWTBCbDCm,Blue,3,0,,3,,,,"Generic, Defense Reaction",,,,,,,,This can only defend an attack with 3 or less base {p}.,Generic Defense Reaction,,,,,,,53,0.2623762376237624,0.22841458052524635,2.041621333333333,2.1231410724637687,2.0262850434782598,0.1269850125099016,21,0.25,0.2182750864473554,0.12133134703641217,15,0.3191489361702128,0.2797044938002385,0.15340640755513377,17,0.23943661971830985,0.20645812388606619,0.11603078225076068,0.13025617894743555
Nip at the Heels (blue),common,3,HNT239,"Generic, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT239.png,Wk8pbbnHPWfp6ndkJb6QD,Blue,3,0,,3,,,,"Generic, Attack Reaction",,,,,,,,Target attack with 3 or less base {p} gets +1{p}.,Generic Attack Reaction,,,,,,,43,0.21287128712871287,0.1911088190299288,2.041621333333333,2.1231410724637687,2.0262850434782598,0.10302557618727866,20,0.23809523809523808,0.212742862692348,0.11555366384420207,14,0.2978723404255319,0.27211166701557915,0.14317931371812487,9,0.1267605633802817,0.11189200884726981,0.06142806119157918,0.10672034625130204
Trot Along (blue),common,3,HNT240,"Generic, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT240.png,HHr8zpKf7prKQkmG9L66B,Blue,3,0,,3,,,,"Generic, Action",,Go again,,,Go again,,,"""Your next attack with 3 or less base {p} this turn gets **go again**.",,,,,,,,51,0.2524752475247525,0.22333875628976285,2.041621333333333,2.1231410724637687,2.0262850434782598,0.12219312524537701,29,0.34523809523809523,0.3091721249587006,0.167552812574093,12,0.2553191489361702,0.22406012956701316,0.12272512604410703,10,0.14084507042253522,0.12131188992044525,0.06825340132397686,0.1195104466473923
Public Bounty (red),common,1,HNT241,"Generic, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT241.png,tBg8fnqMkfmjJgNFPmKKf,Red,1,1,,2,,,,"Generic, Action",,"Mark, Go again",,,,,Mark,"""**Mark** target opposing hero.",,,,,,,,53,0.2623762376237624,0.23113349374992043,2.041621333333333,2.1231410724637687,2.0262850434782598,0.1269850125099016,12,0.14285714285714285,0.1287185148535928,0.06933219830652124,5,0.10638297872340426,0.09546566126868118,0.051135469185044594,36,0.5070422535211268,0.4421087945092128,0.24571224476631673,0.12205997075262752
