Name,rarity,mana_cost,collector_number,type,image_url,Unique ID,Color,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Silver Age Legal,Commoner Legal,LL Legal,total_count,average_count_per_deck,average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,draft_average_occurrence3,draft_average_occurrence4,draft_average_occurrence5,draft_average_occurrence6,pick_rate,"Aurora, Emissary of Lightning_total_count","Aurora, Emissary of Lightning_average_count_per_deck","Aurora, Emissary of Lightning_average_count_per_normalized_deck","Aurora, Emissary of Lightning_pick_rate","Oscilio, Scion of the Third Age_total_count","Oscilio, Scion of the Third Age_average_count_per_deck","Oscilio, Scion of the Third Age_average_count_per_normalized_deck","Oscilio, Scion of the Third Age_pick_rate",Zyggy_total_count,Zyggy_average_count_per_deck,Zyggy_average_count_per_normalized_deck,Zyggy_pick_rate,weighted_pick_rate
Stellar Glide (blue),common,3,OMN177,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN177.webp,FPThjmfgpwBHmGzd66FCF,Blue,3,2,3,2,,,,"Lightning, Action, Attack",,Go again,,,,,,"When this attacks, you may destroy a Lightning Flow you control. If you do, this gets **go again**.",Lightning Action - Attack,,,,,,,73,0.21282798833819241,0.17887424267062593,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,2.165372595319119,2.5024896161107617,0.11029894314217369,23,0.21100917431192662,0.1776499404119622,0.10484423652229086,31,0.21830985915492956,0.18109739427681912,0.11729312932911849,19,0.20652173913043478,0.17689338851970096,0.10663999283525058,0.1095924528955533
Volatile Fluxor (red),common,1,OMN178,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN178.webp,mLQbHGnCHtLpmJh6LWLbP,Red,1,0,0,3,,,,"Lightning, Action, Attack",,Go again,,,,,,"""If you've played an instant card this chain link, this gets +3{p}.",,,,,,,,77,0.22448979591836735,0.18983738488398832,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.8830196541426492,2.172093140339835,0.12916402835618063,18,0.1651376146788991,0.14303158064519442,0.09163808694966628,26,0.18309859154929578,0.15234110887929936,0.10857734250040085,33,0.358695652173913,0.30316677460892694,0.2059209246417881,0.13537878469728507
Volatile Fluxor (yellow),common,2,OMN179,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN179.webp,gDcLCrcfPQKNNpq8DkMFp,Yellow,2,0,0,3,,,,"Lightning, Action, Attack",,Go again,,,,,,"""If you've played an instant card this chain link, this gets +2{p}.",,,,,,,,61,0.17784256559766765,0.14797648872613442,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.6006667129661785,1.8416966645689121,0.11499784837080695,19,0.1743119266055046,0.14672506445094283,0.1095247922192606,28,0.19718309859154928,0.16298588226595903,0.13045939012216365,14,0.15217391304347827,0.12629248180592573,0.09835478649139215,0.11277965627760549
Volatile Fluxor (blue),common,3,OMN180,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN180.webp,cQcb7dCwJWGt6jMrDdtRz,Blue,3,0,0,3,,,,"Lightning, Action, Attack",,Go again,,,,,,"""If you've played an instant card this chain link, this gets +1{p}.",,,,,,,,66,0.1924198250728863,0.16500447728124346,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.3183137717897078,1.5113001887979862,0.14201238267560862,11,0.10091743119266056,0.09098832937183679,0.07307584753534477,38,0.2676056338028169,0.22600831159867266,0.20021949228396138,17,0.18478260869565216,0.15853942998831272,0.13662523723111392,0.13664019235014002
Flittering Forcefield (red),common,1,OMN181,"Lightning, Defense, Reaction",https://prod-content.fabrary.io/cards/OMN181.webp,9wjwrtNmPJzqbLfcrchgR,Red,1,0,,3,,,,"Lightning, Defense Reaction",,,,,,,,"While this is defending, if you've played an instant card this chain link, this gets +1{d}.",Lightning Defense Reaction,,,,,,,72,0.2099125364431487,0.178567295340836,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,2.165372595319119,2.5024896161107617,0.10878799871556856,15,0.13761467889908258,0.11891652423897432,0.06837667599279838,37,0.2605633802816901,0.22055108328925077,0.1399950253283027,20,0.21739130434782608,0.18443942753027082,0.11225262403710587,0.10687477511940231
Flittering Forcefield (yellow),common,2,OMN182,"Lightning, Defense, Reaction",https://prod-content.fabrary.io/cards/OMN182.webp,hRQFwWPRMpJrgj8NTmbCR,Yellow,2,0,,2,,,,"Lightning, Defense Reaction",,,,,,,,"While this is defending, if you've played an instant card this chain link, this gets +1{d}.",Lightning Defense Reaction,,,,,,,76,0.22157434402332363,0.18627118328803524,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,2.44772553649559,2.8328860918816874,0.10446244139036728,15,0.13761467889908258,0.1142267286269189,0.06190130510670635,36,0.2535211267605634,0.2113777927929478,0.12451165040523954,25,0.2717391304347826,0.23287669424851415,0.12749675749453335,0.10463657100215974
Flittering Forcefield (blue),common,3,OMN183,"Lightning, Defense, Reaction",https://prod-content.fabrary.io/cards/OMN183.webp,gRQQM97BJrfQFQjB8jPzz,Blue,3,0,,1,,,,"Lightning, Defense Reaction",,,,,,,,"While this is defending, if you've played an instant card this chain link, this gets +1{d}.",Lightning Defense Reaction,,,,,,,55,0.16034985422740525,0.1345005666995499,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.0359608306132373,1.1809037130270603,0.13782675147395407,15,0.13761467889908258,0.11327599369750078,0.11757295728489439,29,0.20422535211267606,0.17219583480811845,0.17580312897767986,11,0.11956521739130435,0.10146524480614348,0.10327271266319002,0.1322162663085881
Calmveil of Volthaven (red),common,1,OMN184,"Lightning, Instant",https://prod-content.fabrary.io/cards/OMN184.webp,HcTHkbNfWbQNCbNdmnhBB,Red,1,2,,,,,,"Lightning, Instant",,,,,,,,"Prevent the next 3 damage that would be dealt to you this turn. The first time you prevent damage this way, create a Lightning Flow token.",Lightning Instant,,,,,,,91,0.2653061224489796,0.22401801709741828,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.8830196541426492,2.172093140339835,0.15264839714821346,25,0.22935779816513763,0.19704983734789708,0.1272751207634254,42,0.29577464788732394,0.24749516176717154,0.17539416865449367,24,0.2608695652173913,0.21973298502777575,0.14976067246675498,0.15080998729489134
Calmveil of Volthaven (yellow),common,2,OMN185,"Lightning, Instant",https://prod-content.fabrary.io/cards/OMN185.webp,Mk8R6DRrqThcpqmPFKnCk,Yellow,2,2,,,,,,"Lightning, Instant",,,,,,,,"Prevent the next 2 damage that would be dealt to you this turn. The first time you prevent damage this way, create a Lightning Flow token.",Lightning Instant,,,,,,,47,0.13702623906705538,0.11483477044250226,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.8830196541426492,2.172093140339835,0.07884038094468168,16,0.14678899082568808,0.12132163329900994,0.08145607728859225,19,0.13380281690140844,0.11290167650816062,0.07934498105798524,12,0.13043478260869565,0.11013293660899326,0.07488033623337749,0.07856046485998498
Calmveil of Volthaven (blue),common,3,OMN186,"Lightning, Instant",https://prod-content.fabrary.io/cards/OMN186.webp,W7JrMn9grP86gDnB9Fhng,Blue,3,2,,,,,,"Lightning, Instant",,,,,,,,"Prevent the next 1 damage that would be dealt to you this turn. The first time you prevent damage this way, create a Lightning Flow token.",Lightning Instant,,,,,,,58,0.16909620991253643,0.14330679499942697,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.3183137717897078,1.5113001887979862,0.1247987605331106,21,0.1926605504587156,0.1655771257004677,0.13950843620383999,20,0.14084507042253522,0.11683615002385987,0.10537868014945335,17,0.18478260869565216,0.157778159565917,0.13662523723111392,0.12717078452813577
Cosmic Flare (red),common,1,OMN187,"Lightning, Instant",https://prod-content.fabrary.io/cards/OMN187.webp,TqcHrNkPMppfprqPbDRRm,Red,1,0,,,,,,"Lightning, Instant",,,,,,,,Gain {r}{r}{r},Lightning Instant,,,,,,,86,0.25072886297376096,0.21021091819234614,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.8830196541426492,2.172093140339835,0.1442611225796303,7,0.06422018348623854,0.05359864853715508,0.03563703381375911,71,0.5,0.41887241909844586,0.2964996660587869,8,0.08695652173913043,0.07369792105919108,0.049920224155584995,0.127352308009377
Starworld Warning (yellow),common,2,OMN188,"Lightning, Instant",https://prod-content.fabrary.io/cards/OMN188.webp,CPGCwntgcMqcqCBLh6nBL,Yellow,2,1,,,,,,"Lightning, Instant",,,,,,,,Create 2 Lightning Flow tokens.,Lightning Instant,,,,,,,71,0.20699708454810495,0.17381372166063153,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.3183137717897078,1.5113001887979862,0.15277089651466988,13,0.11926605504587157,0.10139662242988699,0.08636236526904381,42,0.29577464788732394,0.2460317943686484,0.22129522831385207,16,0.17391304347826086,0.14814521613468307,0.12858845857046017,0.14541535071778536
Starlight Road (blue),common,3,OMN189,"Lightning, Instant",https://prod-content.fabrary.io/cards/OMN189.webp,Qrk8RRBkp7q98qbGDTgDB,Blue,3,0,,,,,,"Lightning, Instant",,,,,,,,Create an Embodiment of Lightning or Lightning Flow token.,Lightning Instant,,,,,,,60,0.1749271137026239,0.14607933509403873,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.3183137717897078,1.5113001887979862,0.12910216606873512,23,0.21100917431192662,0.1747810301542514,0.15279495393753906,29,0.20422535211267606,0.1703950382028915,0.15279908621670737,8,0.08695652173913043,0.07454330680034005,0.06429422928523008,0.12329608981315883
Stormshard (red),common,1,OMN190,"Lightning, Instant",https://prod-content.fabrary.io/cards/OMN190.webp,CpC7qQBbgTjCDJDwWprG7,Red,1,1,,,,,,"Lightning, Instant",,,,,,,,"""You may destroy a Lightning Flow you control rather than pay this card's {r} cost.",,,,,,,,80,0.23323615160349853,0.19630062878732105,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.8830196541426492,2.172093140339835,0.13419639309733053,44,0.4036697247706422,0.34142922589822355,0.22400421254362868,9,0.06338028169014084,0.05173239532023816,0.037584464711677215,27,0.29347826086956524,0.247492716474684,0.16848075652509936,0.14335647792680176
Stormshatter (yellow),common,2,OMN191,"Lightning, Instant",https://prod-content.fabrary.io/cards/OMN191.webp,HDkhnPHFCdnwmfMDrmHPN,Yellow,2,1,,,,,,"Lightning, Instant",,,,,,,,"""You may destroy a Lightning Flow you control rather than pay this card's {r} cost.",,,,,,,,54,0.15743440233236153,0.13275907363551517,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.3183137717897078,1.5113001887979862,0.11619194946186161,19,0.1743119266055046,0.14758759214458778,0.12622191847014094,17,0.11971830985915492,0.0999177920062812,0.08957187812703536,18,0.1956521739130435,0.16588030704706203,0.1446620158917677,0.12015193749631466
Stormwhirl (blue),common,3,OMN192,"Lightning, Instant",https://prod-content.fabrary.io/cards/OMN192.webp,bmGcLFqnPwP6k88kJH6Bw,Blue,3,1,,,,,,"Lightning, Instant",,,,,Go again,,,"""You may destroy a Lightning Flow you control rather than pay this card's {r} cost.",,,,,,,,48,0.13994169096209913,0.11902435937595113,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.8830196541426492,2.172093140339835,0.0805178358583983,29,0.26605504587155965,0.22826099842211695,0.14763914008557347,8,0.056338028169014086,0.04719946473096954,0.033408413077046416,11,0.11956521739130435,0.10046285267546542,0.06864030821392937,0.08322928712551642
Chromatic Refinement (red),common,1,OMN193,"Lightning, Instant, Aura",https://prod-content.fabrary.io/cards/OMN193.webp,PmfNcqdqDJ89QGFqqLjnz,Red,1,0,,,,,,"Lightning, Instant, Aura",,,,,,,,"At the beginning of your action phase, destroy this, then the next red card you play this turn costs {r} less to play. The first time that card would deal damage this turn, instead it deals that much plus 1.",Lightning Instant - Aura,,,,,,,79,0.2303206997084548,0.19344270856727047,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.0359608306132373,1.1809037130270603,0.19796933393531585,7,0.06422018348623854,0.05613644540384961,0.05486738006628405,71,0.5,0.4183003039170482,0.43041455715225063,1,0.010869565217391304,0.009057971014492752,0.009388428423926365,0.16489012188082033
Chromatic Refinement (yellow),common,2,OMN194,"Lightning, Instant, Aura",https://prod-content.fabrary.io/cards/OMN194.webp,BnzFFnTJdw9HP9cP6fqP8,Yellow,2,0,,,,,,"Lightning, Instant, Aura",,,,,,,,"At the beginning of your action phase, destroy this, then the next yellow card you play this turn costs {r} less to play. The first time that card would deal damage this turn, instead it deals that much plus 1.",Lightning Instant - Aura,,,,,,,54,0.15743440233236153,0.12986637969036943,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.3183137717897078,1.5113001887979862,0.11619194946186161,13,0.11926605504587157,0.09887019423475242,0.08636236526904381,38,0.2676056338028169,0.21951181976582054,0.20021949228396138,3,0.03260869565217391,0.028224333211545483,0.02411033598196128,0.1035640645116555
Chromatic Refinement (blue),common,3,OMN195,"Lightning, Instant, Aura",https://prod-content.fabrary.io/cards/OMN195.webp,rzMhnMtGQ6nJgQwFLJJLQ,Blue,3,0,,,,,,"Lightning, Instant, Aura",,,,,,,,"At the beginning of your action phase, destroy this, then the next blue card you play this turn costs {r} less to play. The first time that card would deal damage this turn, instead it deals that much plus 1.",Lightning Instant - Aura,,,,,,,40,0.11661807580174927,0.09862381459178077,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.0359608306132373,1.1809037130270603,0.10023763743560296,11,0.10091743119266056,0.08364384124886295,0.08622016867558922,22,0.15492957746478872,0.13005141747565327,0.1333678909485847,7,0.07608695652173914,0.06786400464469519,0.06571899896748457,0.09510235286388617
Thunderous Retort (red),common,1,OMN196,"Lightning, Instant, Aura",https://prod-content.fabrary.io/cards/OMN196.webp,hmgMzMGKkrgdQKkJdF7GQ,Red,1,0,,,,,,"Lightning, Instant, Aura",,Arcane Barrier 3,,,Go again,,,"""At the beginning of your action phase, destroy this, then your next attack this turn gets **go again**.",,,,,,,,81,0.23615160349854228,0.19958800885334727,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.8830196541426492,2.172093140339835,0.13587384801104715,35,0.3211009174311927,0.2726101907134455,0.17818516906879556,31,0.21830985915492956,0.1825001504810359,0.12945760067355486,15,0.16304347826086957,0.13944733565897247,0.09360042029172187,0.13374773001135742
Thunderous Retort (yellow),common,2,OMN197,"Lightning, Instant, Aura",https://prod-content.fabrary.io/cards/OMN197.webp,RrBgm8mpnBdCqMgfjDp7z,Yellow,2,0,,,,,,"Lightning, Instant, Aura",,Arcane Barrier 2,,,Go again,,,"""At the beginning of your action phase, destroy this, then your next attack this turn gets **go again**.",,,,,,,,68,0.19825072886297376,0.16665015104616512,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.8830196541426492,2.172093140339835,0.11406693413273095,28,0.25688073394495414,0.214486560538127,0.14254813525503643,24,0.16901408450704225,0.14231669382271137,0.10022523923113925,16,0.17391304347826086,0.14753256725384536,0.09984044831116999,0.11420460759911523
Thunderous Retort (blue),common,3,OMN198,"Lightning, Instant, Aura",https://prod-content.fabrary.io/cards/OMN198.webp,LhRPD8cdgP7LBDjdj7nfT,Blue,3,0,,,,,,"Lightning, Instant, Aura",,Arcane Barrier 1,,,Go again,,,"""At the beginning of your action phase, destroy this, then your next attack this turn gets **go again**.",,,,,,,,52,0.15160349854227406,0.12887112738350232,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.3183137717897078,1.5113001887979862,0.1118885439262371,20,0.1834862385321101,0.1543325290875494,0.13286517733699046,20,0.14084507042253522,0.12156712786809153,0.10537868014945335,12,0.13043478260869565,0.10997846592097164,0.09644134392784512,0.11156173380476297
Sigil of Astral Flow (blue),common,3,OMN199,"Lightning, Instant, Aura",https://prod-content.fabrary.io/cards/OMN199.webp,c9Nb8bbqQGP7QhnCg76mQ,Blue,3,0,,,,,,"Lightning, Instant, Aura",,,,,,,,"""At the beginning of your action phase, destroy this.",,,,,,,,80,0.23323615160349853,0.19525783729545515,1.001358885737308,1.7423749271256612,1.6025601193065309,1.5,1.694117647058824,1.982378854625551,0.14496468714790464,8,0.07339449541284404,0.06141768957934777,0.04417482237275241,47,0.33098591549295775,0.27833635670226275,0.21130145346931972,25,0.2717391304347826,0.22559942800511854,0.16854439584927206,0.14134022389711473
Sigil of Lightning (blue),common,3,OMN200,"Lightning, Instant, Aura",https://prod-content.fabrary.io/cards/OMN200.webp,gzzft6DHbbNJGGCfCJrz7,Blue,3,0,,,,,,"Lightning, Instant, Aura",,,,,,,,"""At the beginning of your action phase, destroy this.",,,,,,,,66,0.1924198250728863,0.16232135613233922,1.001358885737308,1.7423749271256612,1.6025601193065309,1.5,1.694117647058824,1.982378854625551,0.11959586689702131,32,0.29357798165137616,0.24830811110528214,0.17669928949100963,18,0.1267605633802817,0.1053033258261532,0.08092396090314372,16,0.17391304347826086,0.14845183451742208,0.10786841334353413,0.12183055457922916
Spellbane Sigil (blue),common,3,OMN201,"Lightning, Instant, Aura",https://prod-content.fabrary.io/cards/OMN201.webp,knGQQqjCfQqzWj6JjN6CR,Blue,3,0,,,,,,"Lightning, Instant, Aura",,Arcane Barrier X,,,,,,"""At the beginning of your action phase, destroy this.",,,,,,,,97,0.282798833819242,0.24168320758848177,1.001358885737308,1.7423749271256612,1.6025601193065309,1.5,1.4117647058823528,1.651982378854625,0.19952195601954942,23,0.21100917431192662,0.1820072097911022,0.14543112826121524,44,0.30985915492957744,0.2640145197630326,0.2226759352173686,30,0.32608695652173914,0.27791839705726656,0.23003487521376342,0.19938064623078242
Seeker's Hood,common,0,OMN205,"Generic, Equipment, Head",https://prod-content.fabrary.io/cards/OMN205.webp,t9hhCk9PrwgchGMcLkRMt,,,,,,,,,"Generic, Equipment, Head",,,Instant,Opt 1,,,,"**Instant** - {r}, destroy Seeker's Hood: Prevent the next 1 damage that would be dealt to your hero this turn. **Opt 1**",Generic Equipment - Head,,,,,,,98,0.2857142857142857,0.0,1.7142857142857149,1.7142857142857155,1.9999999999999993,2.0,1.945945945945946,1.9459459459459423,0.15202990045162146,27,0.24770642201834864,0.0,0.13077383401279133,40,0.28169014084507044,0.0,0.15078302381091,31,0.33695652173913043,0.0,0.17933083176985629,0.1536292298645192
Seeker's Gilet,common,0,OMN206,"Generic, Equipment, Chest",https://prod-content.fabrary.io/cards/OMN206.webp,JmTd86pJBGfrCtpNRCjdn,,,,,,,,,"Generic, Equipment, Chest",,,Instant,Opt 1,,,,"**Instant** - {r}, destroy Seeker's Gilet: Prevent the next 1 damage that would be dealt to your hero this turn. **Opt 1**",Generic Equipment - Chest,,,,,,,82,0.239067055393586,0.0,1.7142857142857149,1.7142857142857155,1.9999999999999993,2.0,1.6216216216216217,1.621621621621621,0.14271890329950945,24,0.22018348623853212,0.0,0.13200254831174346,31,0.21830985915492956,0.0,0.12987706243934,27,0.29347826086956524,0.0,0.17526315789473684,0.14571425621527342
Seeker's Mitts,common,0,OMN207,"Generic, Equipment, Arms",https://prod-content.fabrary.io/cards/OMN207.webp,gBgzTTTb9BCd8wCwhW8jB,,,,,,,,,"Generic, Equipment, Arms",,,Instant,Opt 1,,,,"**Instant** - {r}, destroy Seeker's Mitts: Prevent the next 1 damage that would be dealt to your hero this turn. **Opt 1**",Generic Equipment - Arms,,,,,,,59,0.17201166180758018,0.0,1.7142857142857149,1.7142857142857155,1.9999999999999993,2.0,0.972972972972973,0.9729729729729711,0.13580455377615047,18,0.1651376146788991,0.0,0.13583124526542745,28,0.19718309859154928,0.0,0.15094496711347932,13,0.14130434782608695,0.0,0.11165273909006504,0.1328096504896573
Seeker's Leggings,common,0,OMN208,"Generic, Equipment, Legs",https://prod-content.fabrary.io/cards/OMN208.webp,RpqBfPnFtnfqfGHkGNWqH,,,,,,,,,"Generic, Equipment, Legs",,,Instant,Opt 1,,,,"**Instant** - {r}, destroy Seeker's Leggings: Prevent the next 1 damage that would be dealt to your hero this turn. **Opt 1**",Generic Equipment - Legs,,,,,,,88,0.2565597667638484,0.0,1.7142857142857149,1.7142857142857155,1.9999999999999993,2.0,1.6216216216216217,1.621621621621621,0.1531617498824004,18,0.1651376146788991,0.0,0.09900191123380758,45,0.31690140845070425,0.0,0.1885312196700097,25,0.2717391304347826,0.0,0.16228070175438594,0.14993794421940107
Helm of Astral Sanctuary,common,0,OMN209,"Generic, Equipment, Head",https://prod-content.fabrary.io/cards/OMN209.webp,cBRqwBmLLnnTKt8PKkh7k,,,,,0,,,,"Generic, Equipment, Head",,,Instant,,,,,"**Instant** - {t} your hero, destroy this: Prevent the next 1 damage that would be dealt to you this turn.",Generic Equipment - Head,,,,,,,85,0.2478134110787172,0.0,1.7142857142857149,1.8742430589937933,1.9999999999999993,2.0,1.945945945945946,1.9459459459459423,0.13104968268948752,30,0.27522935779816515,0.0,0.1442981061045312,33,0.2323943661971831,0.0,0.12357635171221099,22,0.2391304347826087,0.0,0.1266809324682908,0.1315184634283443
Robe of Astral Sanctuary,common,0,OMN210,"Generic, Equipment, Chest",https://prod-content.fabrary.io/cards/OMN210.webp,RT8TnMD9BHtJg8Fr6DLRF,,,,,0,,,,"Generic, Equipment, Chest",,,Instant,,,,,"**Instant** - {t} your hero, destroy this: Prevent the next 1 damage that would be dealt to you this turn.",Generic Equipment - Chest,,,,,,,72,0.2099125364431487,0.0,1.7142857142857149,1.8742430589937933,1.9999999999999993,2.0,1.945945945945946,1.9459459459459423,0.11100679004286003,26,0.23853211009174313,0.0,0.12505835862392703,28,0.19718309859154928,0.0,0.10485266205884568,18,0.1956521739130435,0.0,0.10364803565587427,0.11118635211288232
Gloves of Astral Sanctuary,common,0,OMN211,"Generic, Equipment, Arms",https://prod-content.fabrary.io/cards/OMN211.webp,BMkwBQtHCCnhhwjTCbLGR,,,,,0,,,,"Generic, Equipment, Arms",,,Instant,,,,,"**Instant** - {t} your hero, destroy this: Prevent the next 1 damage that would be dealt to you this turn.",Generic Equipment - Arms,,,,,,,43,0.12536443148688048,0.0,1.7142857142857149,1.8742430589937933,1.9999999999999993,2.0,0.972972972972973,0.9729729729729711,0.09807346983222094,17,0.1559633027522936,0.0,0.1269064042223561,16,0.11267605633802817,0.0,0.08544379493934241,10,0.10869565217391304,0.0,0.08530078225931559,0.0992169938070047
Boots of Astral Sanctuary,common,0,OMN212,"Generic, Equipment, Legs",https://prod-content.fabrary.io/cards/OMN212.webp,CTRdQTjDrHNjCDh9nnDGB,,,,,0,,,,"Generic, Equipment, Legs",,,Instant,,,,,"**Instant** - {t} your hero, destroy this: Prevent the next 1 damage that would be dealt to you this turn.",Generic Equipment - Legs,,,,,,,86,0.25072886297376096,0.0,1.7142857142857149,1.8742430589937933,1.9999999999999993,2.0,1.945945945945946,1.9459459459459423,0.13259144366230505,26,0.23853211009174313,0.0,0.12505835862392703,36,0.2535211267605634,0.0,0.13481056550423015,24,0.2608695652173913,0.0,0.13819738087449904,0.13268876833421875
Browbeat (blue),mythic,3,OMN213,"Generic, Action, Attack",https://prod-content.fabrary.io/cards/OMN213.webp,RffddJzMgBmzDwQd6JCnf,Blue,3,0,1,3,,,,"Generic, Action, Attack",,,,,,,,This gets +1{p} for each card in your hand.,Generic Action - Attack,,,,No,No,,21,0.061224489795918366,0.05047939737755513,0.5536304346328936,0.45558331731693247,0.3662809917355372,0.32,0.32,0.4666666666666669,0.14362792105890962,4,0.03669724770642202,0.029788082902520375,0.08946305103124609,8,0.056338028169014086,0.04625408350389818,0.1305719567704631,9,0.09782608695652174,0.08151578702796902,0.22370791393673525,0.14791430724614815
Step Between (red),mythic,1,OMN214,"Generic, Action, Attack",https://prod-content.fabrary.io/cards/OMN214.webp,BFczG87kDHQnkhk8FmJnP,Red,1,0,4,2,,,,"Generic, Action, Attack",,,Instant,,,,,"""While this is attacking or on the stack, opponents can't play or activate instants.",,,,,,,,15,0.043731778425655975,0.0377183134682751,0.5536304346328936,0.45558331731693247,0.3662809917355372,0.4191735537190082,0.4191735537190082,0.5352380952380951,0.09013408588172338,5,0.045871559633027525,0.04081793588674322,0.0965333188783473,7,0.04929577464788732,0.041904521217901496,0.10126810201295249,3,0.03260869565217391,0.027584614076318882,0.06593450532192088,0.08791197540440689
Tempt Over (yellow),mythic,2,OMN215,"Generic, Action, Attack",https://prod-content.fabrary.io/cards/OMN215.webp,gQztCktdLJmWRdNfPNM6q,Yellow,2,0,3,3,,,,"Generic, Action, Attack",,Steal,,,,,,"When this attacks a hero, **steal** an aura token they control until end of turn.",Generic Action - Attack,,,,No,No,,11,0.03206997084548105,0.026234411667532282,0.5536304346328936,0.45558331731693247,0.3662809917355372,0.4191735537190082,0.4191735537190082,0.5352380952380951,0.06609832964659715,4,0.03669724770642202,0.030410874987237647,0.07722665510267784,4,0.028169014084507043,0.023165307635285393,0.05786748686454427,3,0.03260869565217391,0.026023305914610263,0.06593450532192088,0.067009549096381
Ominous Aggression (red),rare,1,OMN216,"Generic, Instant",https://prod-content.fabrary.io/cards/OMN216.webp,LFBD7NtGwCjpmBCBkkpG8,Red,1,2,,,,,,"Generic, Instant",,,,,,,,"Target attack action card gets +2{p}. If an aura you control was destroyed this turn, instead the card gets +4{p}.",Generic Instant,,,,,No,,17,0.04956268221574344,0.04181124059789812,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.06470656220257495,10,0.09174311926605505,0.07789340010737743,0.1197380997770683,2,0.014084507042253521,0.011285662694113397,0.018364166855619226,5,0.05434782608695652,0.046177291421856635,0.07112258064832615,0.06974161576033788
Ominous Excavation (blue),rare,3,OMN217,"Generic, Instant",https://prod-content.fabrary.io/cards/OMN217.webp,MNTwwGcGgbWBPrnDdKtBb,Blue,3,0,,,,,,"Generic, Instant",,,,,,,,"""You may shuffle an instant card from your graveyard into your deck.",,,,,,,,25,0.0728862973760933,0.06044913566249168,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.09515670912143374,4,0.03669724770642202,0.03161675750045961,0.04789523991082732,16,0.11267605633802817,0.09224676030561654,0.1469133348449538,5,0.05434782608695652,0.04553029349225001,0.07112258064832615,0.08864371846803576
Ominous Respite (yellow),rare,2,OMN218,"Generic, Instant",https://prod-content.fabrary.io/cards/OMN218.webp,dbpfNKKDCMKCPHDkL6BJf,Yellow,2,1,,,,,,"Generic, Instant",,,,,,,,"Gain 2{h}. If an aura you control was destroyed this turn, instead gain 3{h}.",Generic Instant,,,,,No,,42,0.12244897959183673,0.10177176497461589,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.15986327132400868,10,0.09174311926605505,0.07724560712831922,0.1197380997770683,28,0.19718309859154928,0.1625288322733053,0.25709833597866916,4,0.043478260869565216,0.037052717679316144,0.05689806451866091,0.1445781667581328
Conflicting Thoughts (red),common,1,OMN219,"Generic, Action, Attack",https://prod-content.fabrary.io/cards/OMN219.webp,bLTggK96grfrGWTLqGrqR,Red,1,0,4,3,,,,"Generic, Action, Attack",,Opt 1,,,,,,"When this attacks, **opt 1**.",Generic Action - Attack,,,,,,,67,0.19533527696793002,0.1669716434958755,2.1442160285944496,3.236880421631156,2.173988690735102,1.6889020070838252,1.3183137717897078,1.47542857142857,0.11322573188197958,21,0.1926605504587156,0.16827325152906714,0.11447979155392449,25,0.176056338028169,0.14708606071761784,0.09972473958814788,21,0.22826086956521738,0.19612248565777457,0.13324049487216982,0.11581500867141407
