Name,rarity,mana_cost,collector_number,type,image_url,Unique ID,Color,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Silver Age Legal,Commoner Legal,LL Legal,total_count,average_count_per_deck,average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,draft_average_occurrence3,pick_rate,Florian_total_count,Florian_average_count_per_deck,Florian_average_count_per_normalized_deck,Florian_pick_rate,Verdance_total_count,Verdance_average_count_per_deck,Verdance_average_count_per_normalized_deck,Verdance_pick_rate,Oscilio_total_count,Oscilio_average_count_per_deck,Oscilio_average_count_per_normalized_deck,Oscilio_pick_rate,Aurora_total_count,Aurora_average_count_per_deck,Aurora_average_count_per_normalized_deck,Aurora_pick_rate,weighted_pick_rate
Strength of Four Seasons (red),common,1,ROS058,"Earth, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS058.png,d9qKg6JJHbcknbg8zhpbM,Red,1,2,4,2,,,,"Earth, Action, Attack",,,,,,,,"If there are 4 or more Earth cards in your banished zone, this gets +4{p}.",Earth Action - Attack,,,,,,,81,0.2682119205298013,0.22970791877737237,2.3740054060995184,1.9232653737545042,2.026485896629213,0.12772917978898948,50,0.4854368932038835,0.4201541481589555,0.23291895926420023,31,0.36470588235294116,0.3070107554164006,0.17190675507335856,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10120642858438969
Strength of Four Seasons (yellow),common,2,ROS059,"Earth, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS059.png,j7BJG8MGn8DCGfjGwckkb,Yellow,2,2,3,2,,,,"Earth, Action, Attack",,,,,,,,"If there are 4 or more Earth cards in your banished zone, this gets +4{p}.",Earth Action - Attack,,,,,,,51,0.16887417218543047,0.14527372921700368,1.2881316918138042,1.9232653737545042,1.1143802966292133,0.12120867715460232,37,0.3592233009708738,0.3084665817282712,0.2577225174202244,14,0.16470588235294117,0.14236009771203725,0.12441179269369089,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09553357752847882
Strength of Four Seasons (blue),common,3,ROS060,"Earth, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS060.png,H7QCrFP9rhjmdMzPqzkMm,Blue,3,2,2,2,,,,"Earth, Action, Attack",,,,,,,,"If there are 4 or more Earth cards in your banished zone, this gets +4{p}.",Earth Action - Attack,,,,,,,79,0.26158940397350994,0.22577284898773778,2.3740054060995184,1.9232653737545042,2.026485896629213,0.12457537288061939,43,0.4174757281553398,0.36400609073264484,0.2003103049672122,36,0.4235294117647059,0.3610679182215813,0.19963365105293251,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09998598900503618
Current Funnel (blue),mythic,3,ROS074,"Lightning, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS074.png,bN7nrfGCGqKNJMWzDNBb9,Blue,3,0,2,3,,,,"Lightning, Action, Attack",,Go again,,,Go again,,,"When this attacks, if the last action card you played this turn was Lightning, this and the next action card you play this turn get **go again**.",Lightning Action - Attack,,,,No,No,,7,0.023178807947019868,0.018458510659626032,0.1856336,0.1856336,0.18552319999999997,0.12489469592923222,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0.06382978723404255,0.04957535276684213,0.3439396368511051,4,0.05970149253731343,0.04842430804724599,0.32166355124795165,0.16640079702476418
Eclectic Magnetism (red),mythic,1,ROS075,"Lightning, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS075.png,wJcJBPNg8mD6m9778FnLn,Red,1,1,5,3,,,,"Lightning, Action, Attack",,,,,,,,"When this attacks, you may play a non-attack action card this chain link as though it were an instant.",Lightning Action - Attack,,,,No,No,,8,0.026490066225165563,0.022585284174688147,0.1856336,0.1856336,0.18552319999999997,0.14273679534769398,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0.06382978723404255,0.05530993828866169,0.3439396368511051,5,0.07462686567164178,0.06300281673416003,0.4020794390599396,0.1865047689777612
Gone in a Flash (red),mythic,1,ROS076,"Lightning, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS076.png,DHfcJWbWWPdKWcGdtWmnQ,Red,1,0,4,3,,,,"Lightning, Action, Attack",,,,,,,,"When this attacks, the next time you play an instant card this chain link, you may return this to it's owner's hand.",Lightning Action - Attack,,,,No,No,,7,0.023178807947019868,0.0189630824869584,0.1856336,0.1856336,0.18552319999999997,0.12489469592923222,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0.06382978723404255,0.052764890950781206,0.3439396368511051,4,0.05970149253731343,0.04846120949813016,0.32166355124795165,0.16640079702476418
High Voltage (blue),mythic,3,ROS078,"Lightning, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS078.png,g8DkhdLpGnDhj8WmkqTgr,Blue,3,0,,,,,,"Lightning, Instant",,Amp 1,,,,,,**Amp 1**,Lightning Instant,,,,No,No,,7,0.023178807947019868,0.019838953654794385,0.1856336,0.1856336,0.18552319999999997,0.12489469592923222,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,0.14893617021276595,0.12747582986697667,0.8025258193192453,0,0.0,0.0,0.0,0.20063145482981132
Electromagnetic Somersault (red),rare,1,ROS085,"Lightning, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS085.png,BM6cWKkWT7zRBLb7P77pg,Red,1,0,,,,,,"Lightning, Instant",,,,,,,,Choose up to 2 attack action cards with cost 0 or more on the active chain link. Return them to their owner's hand when the chain link resolves.,Lightning Instant,,,,,No,,36,0.11920529801324503,0.09898613932031503,0.8496496842105264,0.8496496842105264,0.805600452370596,0.14345149715925243,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,0.14893617021276595,0.12029133613680085,0.1794480630797255,29,0.43283582089552236,0.3617928548702312,0.51702995552102,0.17411950465018639
Electromagnetic Somersault (yellow),rare,2,ROS086,"Lightning, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS086.png,dGtzm9PwqTkFGcJwFNzPM,Yellow,2,0,,,,,,"Lightning, Instant",,,,,,,,Choose up to 2 attack action cards with cost 1 or more on the active chain link. Return them to their owner's hand when the chain link resolves.,Lightning Instant,,,,,No,,27,0.08940397350993377,0.07372793632371827,0.8496496842105264,0.8496496842105264,0.805600452370596,0.10758862286943932,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.02127659574468085,0.017730496453900707,0.025635437582817926,26,0.3880597014925373,0.31988811099148634,0.46354409805332825,0.12229488390903655
Electromagnetic Somersault (blue),rare,3,ROS087,"Lightning, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS087.png,TjdM8c7NpJjpjdLDbt7KG,Blue,3,0,,,,,,"Lightning, Instant",,,,,,,,Choose up to 2 attack action cards with cost 2 or more on the active chain link. Return them to their owner's hand when the chain link resolves.,Lightning Instant,,,,,No,,14,0.046357615894039736,0.038351520442021336,0.8496496842105264,0.8496496842105264,0.805600452370596,0.05578669333970928,0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,0.19148936170212766,0.15602740363955042,0.23071893824536135,5,0.07462686567164178,0.06341598809599364,0.0891430957794862,0.0799655085062119
Snuff Out (red),mythic,1,ROS117,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS117.png,8HT69P8zhwhtmb6gbtLDd,Red,1,1,5,3,,,,"Runeblade, Action, Attack",,,,,,,,"When this hits a hero, you may destroy an aura you control. If you do, they discard a card.",Runeblade Action - Attack,,,,No,No,,4,0.013245033112582781,0.010817719078437097,0.1856336,0.1856336,0.18552319999999997,0.07136839767384699,2,0.019417475728155338,0.016181229773462782,0.10462947772312865,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0.029850746268656716,0.023884843209273688,0.16083177562397583,0.06636531333677612
Machinations of Dominion (blue),mythic,3,ROS118,"Runeblade, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS118.png,M67DjmFprnQ9rpr6wjbtG,Blue,3,0,,3,,,,"Runeblade, Action",,Go again,,,"Overpower, Go again",,,"""The next Runeblade attack action card you play this turn gets **overpower** and """"If you've played or created an aura this turn, this gets **go again**.""""",,,,,,,,7,0.023178807947019868,0.0192014870474264,0.1856336,0.1856336,0.18552319999999997,0.12489469592923222,5,0.04854368932038835,0.04076276304176151,0.2615736943078216,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0.029850746268656716,0.023884843209273688,0.16083177562397583,0.10560136748294936
Succumb to Temptation (yellow),mythic,2,ROS119,"Runeblade, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS119.png,CNNCgwHGzCBKNMHCWhdTR,Yellow,2,0,,3,,,,"Runeblade, Action",,Go again,,,,,,"""If you've dealt arcane damage this turn, you may play this as though it were an instant.",,,,,,,,1,0.0033112582781456954,0.0025471217524197652,0.1856336,0.1856336,0.18552319999999997,0.017842099418461748,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.014925373134328358,0.01148105625717566,0.08041588781198791,0.020103971952996978
Haunting Rendition (red),mythic,1,ROS120,"Runeblade, Block",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS120.png,qp7f9b6WNBmRWJfPbKtDm,Red,1,,,4,,,,"Runeblade, Block",,,Instant,,,,,"**Instant** - Discard this: Prevent the next 2 damage that would be dealt to you this turn. The first time you prevent damage this way, create a Runechant token.",Runeblade Block,,,,No,No,,8,0.026490066225165563,0.022285502110405236,0.1856336,0.1856336,0.18552319999999997,0.14273679534769398,7,0.06796116504854369,0.05767716459351314,0.36620317203095026,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.014925373134328358,0.01178318931657502,0.08041588781198791,0.11165476496073454
Arcanic Spike (red),common,1,ROS134,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS134.png,wQTTDGrkQHrFdqrWBd9WC,Red,1,2,5,3,,,,"Runeblade, Action, Attack",,,,,,,,"If you've dealt arcane damage this turn, this gets +2{p}.",Runeblade Action - Attack,,,,,,,58,0.19205298013245034,0.1641597172326719,2.883780020081281,2.26834873162645,2.267870499907902,0.07840449682725467,40,0.3883495145631068,0.33405840024535477,0.16024443303370584,0,0.0,0.0,0.0,0,0.0,0.0,0.0,18,0.26865671641791045,0.2263913340148563,0.11039691001711183,0.06766033576270442
Arcanic Spike (yellow),common,2,ROS135,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS135.png,T6w9bHBQFhbH9CbnqcTcz,Yellow,2,2,4,3,,,,"Runeblade, Action, Attack",,,,,,,,"If you've dealt arcane damage this turn, this gets +2{p}.",Runeblade Action - Attack,,,,,,,57,0.18874172185430463,0.163406413568806,1.5430189988046852,2.26834873162645,2.267870499907902,0.09187239464263873,42,0.4077669902912621,0.3545834396830651,0.19556817427248938,0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,0.22388059701492538,0.1914424270212492,0.10798021017924263,0.075887096112933
Arcanic Spike (blue),common,3,ROS136,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS136.png,jWLtJzRFkTRqPDkwT7T6N,Blue,3,2,3,3,,,,"Runeblade, Action, Attack",,,,,,,,"If you've dealt arcane damage this turn, this gets +2{p}.",Runeblade Action - Attack,,,,,,,91,0.30132450331125826,0.2570857438502597,2.883780020081281,2.26834873162645,2.267870499907902,0.1230139519186237,52,0.5048543689320388,0.4394873853679955,0.2083177629438176,0,0.0,0.0,0.0,0,0.0,0.0,0.0,39,0.582089552238806,0.48317453656529646,0.23919330503707562,0.11187776699522331
Consuming Volition (red),common,1,ROS137,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS137.png,G6JkJJNJC8NHMMcDKWGf8,Red,1,1,4,3,,,,"Runeblade, Action, Attack",,,,,,,,"""If you've dealt arcane damage this turn, this gets """"When this hits a hero, they discard a card.""""""",Runeblade Action - Attack,,,,,,,66,0.2185430463576159,0.18414341895397654,2.681522042553191,2.0660907540983606,2.065595803278689,0.09724911162334295,36,0.34951456310679613,0.30055779981065217,0.1573527680259009,0,0.0,0.0,0.0,0,0.0,0.0,0.0,30,0.44776119402985076,0.3679680469194586,0.20067367537310127,0.08950661084975053
Consuming Volition (yellow),common,2,ROS138,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS138.png,8JdJz9JCbBcDzkzkFbGz9,Yellow,2,1,3,3,,,,"Runeblade, Action, Attack",,,,,,,,"""If you've dealt arcane damage this turn, this gets """"When this hits a hero, they discard a card.""""""",Runeblade Action - Attack,,,,,,,57,0.18874172185430463,0.16058771601295216,1.3407610212765955,2.0660907540983606,2.065595803278689,0.1019055064264829,34,0.3300970873786408,0.2817634472733451,0.17532504961095863,0,0.0,0.0,0.0,0,0.0,0.0,0.0,23,0.34328358208955223,0.290684405473985,0.183467589870179,0.0896981598702844
Consuming Volition (blue),common,3,ROS139,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS139.png,CFMcBQt8WGbLtPDqbQHKH,Blue,3,1,2,3,,,,"Runeblade, Action, Attack",,,,,,,,"""If you've dealt arcane damage this turn, this gets """"When this hits a hero, they discard a card.""""""",Runeblade Action - Attack,,,,,,,73,0.24172185430463577,0.20487310778467052,2.681522042553191,2.0660907540983606,2.065595803278689,0.10756341134097022,40,0.3883495145631068,0.3349654762180129,0.17483640891766764,0,0.0,0.0,0.0,0,0.0,0.0,0.0,33,0.4925373134328358,0.4085109626942558,0.22074104291041138,0.09889436295701975
Destructive Aethertide (blue),mythic,3,ROS166,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS166.png,B9gmDwNBCkqFHpWgJBmhq,Blue,3,0,,3,,,1,"Wizard, Action",,Surge,,,,,,"""Deal 1 arcane damage to any target.",,,,,,,,7,0.023178807947019868,0.019515701841860782,0.1856336,0.1856336,0.18552319999999997,0.12489469592923222,0,0.0,0.0,0.0,7,0.08235294117647059,0.06933814066167007,0.4437589537878048,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.1109397384469512
Eternal Inferno (red),mythic,1,ROS167,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS167.png,WjPK7cb8rwPzthcDtczmj,Red,1,1,,3,,,4,"Wizard, Action",,Surge,,,,,,"""Deal 4 arcane damage to any target.",,,,,,,,4,0.013245033112582781,0.011216930132108612,0.1856336,0.1856336,0.18552319999999997,0.07136839767384699,0,0.0,0.0,0.0,1,0.011764705882352941,0.00980392156862745,0.06339413625540068,3,0.06382978723404255,0.05434424609709506,0.3439396368511051,0,0.0,0.0,0.0,0.10183344327662645
Sigil of Aether (blue),mythic,3,ROS168,"Wizard, Instant, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS168.png,zRCmqmDrDLdDwnc9Td6j7,Blue,3,0,,,,,1,"Wizard, Instant, Aura",,Amp 1,,,,,,"""At the beginning of your action phase, destroy this.",,,,,,,,13,0.04304635761589404,0.03503264909422005,0.1856336,0.1856336,0.18552319999999997,0.2319472924400027,0,0.0,0.0,0.0,6,0.07058823529411765,0.05680150602751221,0.3803648175324041,7,0.14893617021276595,0.12237727689608333,0.8025258193192453,0,0.0,0.0,0.0,0.29572265921291235
Mental Block (blue),mythic,3,ROS169,"Wizard, Block",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS169.png,TkhKrkDWhcwTJbHng7TrP,Blue,3,,,2,,,,"Wizard, Block",,,Instant,,,,,"**Instant** - Discard this: Prevent the next 2 damage that would be dealt to you this turn. The first time you prevent damage this way, create a Ponder token.",Wizard Block,,,,No,No,,4,0.013245033112582781,0.010549967634317581,0.1856336,0.1856336,0.18552319999999997,0.07136839767384699,0,0.0,0.0,0.0,1,0.011764705882352941,0.009287925696594427,0.06339413625540068,3,0.06382978723404255,0.05099184130539113,0.3439396368511051,0,0.0,0.0,0.0,0.10183344327662645
Save the Thought (red),rare,1,ROS179,"Wizard, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS179.png,H6nGNM7gbPMNpKgnCcgkJ,Red,1,2,,,,,,"Wizard, Instant",,,,,,,,"""Shuffle up to 3 non-attack action cards from your graveyard into your deck.",,,,,,,,23,0.076158940397351,0.06531239664555014,0.8496496842105264,0.8496496842105264,0.805600452370596,0.09164956762952238,0,0.0,0.0,0.0,17,0.2,0.17202290626596387,0.2414285595343534,6,0.1276595744680851,0.1085616330712599,0.15381262549690755,0,0.0,0.0,0.0,0.09881029625781523
Save the Thought (yellow),rare,2,ROS180,"Wizard, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS180.png,7P7nqWCFNDmbR7QJqhfJf,Yellow,2,2,,,,,,"Wizard, Instant",,,,,,,,"""Shuffle up to 2 non-attack action cards from your graveyard into your deck.",,,,,,,,21,0.0695364238410596,0.057537078936598145,0.8496496842105264,0.8496496842105264,0.805600452370596,0.08368004000956392,0,0.0,0.0,0.0,15,0.17647058823529413,0.1480887471849956,0.21302519958913535,6,0.1276595744680851,0.101886262300596,0.15381262549690755,0,0.0,0.0,0.0,0.09170945627151073
Save the Thought (blue),rare,3,ROS181,"Wizard, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS181.png,knDjRzfw6mfHn6fG9WnhJ,Blue,3,2,,,,,,"Wizard, Instant",,,,,,,,"""Shuffle up to 1 non-attack action card from your graveyard into your deck.",,,,,,,,14,0.046357615894039736,0.038242086685897805,0.8496496842105264,0.8496496842105264,0.805600452370596,0.05578669333970928,0,0.0,0.0,0.0,10,0.11764705882352941,0.09862662198302335,0.14201679972609024,4,0.0851063829787234,0.06735845341668409,0.1025417503312717,0,0.0,0.0,0.0,0.061139637514340484
Open the Flood Gates (red),common,1,ROS195,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS195.png,FwtKQ8HK8JLbHFWbFQDPg,Red,1,2,,3,,,3,"Wizard, Action",,Surge,,,,,,"""Deal 3 arcane damage to target hero.",,,,,,,,93,0.3079470198675497,0.2584204372668278,2.882552445613196,3.3516039775280895,3.3526418966292133,0.09581981734744517,0,0.0,0.0,0.0,33,0.38823529411764707,0.3274416636372564,0.12141483610060656,60,1.2765957446808511,1.0683070350088335,0.4011410934359619,0,0.0,0.0,0.0,0.13063898238414212
Open the Flood Gates (yellow),common,2,ROS196,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS196.png,NHdBTDcjh8hGJBKPpcgQ9,Yellow,2,2,,3,,,2,"Wizard, Action",,Surge,,,,,,"""Deal 2 arcane damage to target hero.",,,,,,,,40,0.13245033112582782,0.10879300071066009,1.542405211570643,2.30182197752809,2.3025194966292135,0.06372964076585502,0,0.0,0.0,0.0,23,0.27058823529411763,0.22255004458610364,0.13186576527048915,17,0.3617021276595745,0.2965687749957561,0.17840240386805575,0,0.0,0.0,0.0,0.07756704228463623
Open the Flood Gates (blue),common,3,ROS197,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS197.png,jBbnKk8wHjT9GG7fMzkdJ,Blue,3,2,,3,,,1,"Wizard, Action",,Surge,,,,,,"""Deal 1 arcane damage to target hero.",,,,,,,,74,0.24503311258278146,0.2031224591029709,2.882552445613196,3.3516039775280895,2.3025194966292135,0.08850023187462217,0,0.0,0.0,0.0,45,0.5294117647058824,0.4410832078515561,0.1967295405930427,29,0.6170212765957447,0.5074661698237221,0.22741399341927532,0,0.0,0.0,0.0,0.1060358835030795
Hood of Second Thoughts,common,0,ROS212,"Generic, Equipment, Head",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS212.png,pnwRgqpdgHJCwh7QMbzwT,,,,,0,,,,"Generic, Equipment, Head",,,Instant,,,,,**Instant** - Destroy this: Prevent the next 1 damage that would be dealt to you this turn. Activate this only if you've been dealt damage this turn.,Generic Equipment - Head,,,,,,,55,0.18211920529801323,0.0,1.9999999999999998,1.5000000000000002,1.454545454545455,0.11186095960062863,20,0.1941747572815534,0.0,0.12094557449147883,16,0.18823529411764706,0.0,0.11458333333333331,8,0.1702127659574468,0.0,0.1025043680838672,11,0.16417910447761194,0.0,0.101255230125523,0.1098221265085506
Four Finger Gloves,common,0,ROS214,"Generic, Equipment, Arms",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS214.png,hqnLfCpjbMKBrjTHQNRfk,,,,,0,,,,"Generic, Equipment, Arms",,,Instant,,,,,**Instant** - Destroy this: Prevent the next 1 damage that would be dealt to you this turn. Activate this only if you've been dealt damage this turn.,Generic Equipment - Arms,,,,,,,57,0.18874172185430463,0.0,1.9999999999999998,1.5000000000000002,1.454545454545455,0.1159286308588333,22,0.21359223300970873,0.0,0.13304013194062672,16,0.18823529411764706,0.0,0.11458333333333331,7,0.14893617021276595,0.0,0.0896913220733838,12,0.1791044776119403,0.0,0.11046025104602508,0.11194375959834223
Cut Through the Facade (red),mythic,1,ROS216,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS216.png,fPzhqRh86kP9zhkBKdCjq,Red,1,3,7,2,,,,"Generic, Action, Attack",,,,,,,,"""This can't be defended by auras.",,,,,,,,6,0.019867549668874173,0.016537392211433178,0.1856336,0.1856336,0.18552319999999997,0.10705259651077048,3,0.02912621359223301,0.024788689837233525,0.15694421658469299,1,0.011764705882352941,0.010380622837370242,0.06339413625540068,1,0.02127659574468085,0.0167973124300112,0.11464654561703504,1,0.014925373134328358,0.01148105625717566,0.08041588781198791,0.10385019656727915
Ten Foot Tall and Bulletproof (red),mythic,1,ROS217,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS217.png,F8hkwqJTR9m8bRKnbr6JB,Red,1,3,10,10,,,,"Generic, Action, Attack",,,,,,,,"When this attacks or defends, your hero gets -2{i} during your next end phase.",Generic Action - Attack,,,,No,No,,6,0.019867549668874173,0.016716375149191463,0.1856336,0.1856336,0.18552319999999997,0.10705259651077048,3,0.02912621359223301,0.024857349684891842,0.15694421658469299,1,0.011764705882352941,0.009287925696594427,0.06339413625540068,1,0.02127659574468085,0.019342359767891684,0.11464654561703504,1,0.014925373134328358,0.01178318931657502,0.08041588781198791,0.10385019656727915
Call to the Grave (blue),mythic,3,ROS218,"Generic, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS218.png,gDhFGHDrPKRwCP6qRF6zd,Blue,3,0,,2,,,,"Generic, Action",,Go again,,,,,,"""Search your deck for a card, put it into your graveyard, then shuffle.",,,,,,,,7,0.023178807947019868,0.020253905849547907,0.1856336,0.1856336,0.18552319999999997,0.12489469592923222,1,0.009708737864077669,0.007281553398058253,0.052314738861564326,6,0.07058823529411765,0.06313740666545256,0.3803648175324041,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10816988909849211
Truce (blue),mythic,3,ROS219,"Generic, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS219.png,gGtb9f6ghPNqrTL7PhcHk,Blue,3,2,,3,,,,"Generic, Action, Aura",,,,,,,,"""When this enters the arena, choose an opponent.",,,,,,,,10,0.033112582781456956,0.028239630669055202,0.1856336,0.1856336,0.18552319999999997,0.17842099418461746,3,0.02912621359223301,0.02497892360827826,0.15694421658469299,4,0.047058823529411764,0.039853092939962365,0.2535765450216027,2,0.0425531914893617,0.034048606277049726,0.22929309123407007,1,0.014925373134328358,0.014443909484833895,0.08041588781198791,0.18005743516308842
Count Your Blessings (red),rare,1,ROS223,"Generic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS223.png,cP6jRNBkfK9L8HzGjgpmw,Red,1,2,,,,,,"Generic, Instant",,,,,,,,"Gain X{h}, where X is 3 plus the number of Count Your Blessings in your graveyard.",Generic Instant,,,,,No,,25,0.08278145695364239,0.06992283661432064,0.8496496842105264,0.8496496842105264,0.805600452370596,0.09961909524948086,9,0.08737864077669903,0.07627508655492664,0.10533263606874366,13,0.15294117647058825,0.12797658589636374,0.18462183964391732,3,0.06382978723404255,0.05068836045056321,0.07690631274845378,0,0.0,0.0,0.0,0.09171519711527869
Count Your Blessings (yellow),rare,2,ROS224,"Generic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS224.png,gFm9BtgB7HbP6CkbjG8gC,Yellow,2,2,,,,,,"Generic, Instant",,,,,,,,"Gain X{h}, where X is 2 plus the number of Count Your Blessings in your graveyard.",Generic Instant,,,,,No,,27,0.08940397350993377,0.0762538288724652,0.8496496842105264,0.8496496842105264,0.805600452370596,0.10758862286943932,8,0.07766990291262135,0.06591829263648376,0.09362900983888325,14,0.16470588235294117,0.14098050133380677,0.19882351961652633,1,0.02127659574468085,0.015957446808510637,0.025635437582817926,4,0.05970149253731343,0.052324321859001405,0.07131447662358896,0.09735061091545412
Count Your Blessings (blue),rare,3,ROS225,"Generic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS225.png,7c9ChFNmpbPDdgD7DNKth,Blue,3,2,,,,,,"Generic, Instant",,,,,,,,"Gain X{h}, where X is 1 plus the number of Count Your Blessings in your graveyard.",Generic Instant,,,,,No,,19,0.06291390728476821,0.05215334979323913,0.8496496842105264,0.8496496842105264,0.805600452370596,0.07571051238960545,3,0.02912621359223301,0.024601326714404955,0.035110878689581224,12,0.1411764705882353,0.11481765366303702,0.17042015967130827,1,0.02127659574468085,0.019342359767891684,0.025635437582817926,3,0.04477611940298507,0.03802661963470823,0.05348585746769172,0.07116308335284978
Arcane Polarity (red),common,1,ROS231,"Generic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS231.png,p9rcH7g9C8Gt8WbPHbPWg,Red,1,0,,,,,,"Generic, Instant",,,,,,,,"""Gain 1{h}",,,,,,,,108,0.3576158940397351,0.3060996041141512,2.884187389292796,2.373343691813804,2.372919268057784,0.14170242595213922,48,0.46601941747572817,0.406405358475192,0.1862512519443606,30,0.35294117647058826,0.3026476054320739,0.13887574972588337,16,0.3404255319148936,0.28428573011147573,0.1330864762486556,14,0.208955223880597,0.17157989168004878,0.08323367594149624,0.13536178846509897
Arcane Polarity (yellow),common,2,ROS232,"Generic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS232.png,QW7gqb6tmznfRQNnMkWmW,Yellow,2,0,,,,,,"Generic, Instant",,,,,,,,"""Gain 1{h}",,,,,,,,94,0.31125827814569534,0.26919269096103116,1.543222683410443,2.373343691813804,2.372919268057784,0.14623187701702767,44,0.42718446601941745,0.37835352153383134,0.19744106851207496,31,0.36470588235294116,0.3106878053274209,0.17369532825318484,5,0.10638297872340426,0.08848617077653372,0.05132090595911747,14,0.208955223880597,0.175499499595805,0.09717917647054757,0.1299091197987312
