Name,rarity,mana_cost,collector_number,type,image_url,Unique ID,Color,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Silver Age Legal,Commoner Legal,LL Legal,total_count,average_count_per_deck,average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,pick_rate,Enigma_total_count,Enigma_average_count_per_deck,Enigma_average_count_per_normalized_deck,Enigma_pick_rate,Nuu_total_count,Nuu_average_count_per_deck,Nuu_average_count_per_normalized_deck,Nuu_pick_rate,Zen_total_count,Zen_average_count_per_deck,Zen_average_count_per_normalized_deck,Zen_pick_rate,weighted_pick_rate
Battlefront Bastion (blue),common,3,MST205,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST205.png,QhmRdkQHR9W8JbdmBTW9k,Blue,3,3,5,2,,,,"Generic, Action, Attack",,,,,,,,"When this defends alone, prevent the next 1 damage that would be dealt to you this turn.",Generic Action - Attack,,,,,,,140,0.29227557411273486,0.2524830188600453,2.122756697142857,2.209517209302326,0.1344852131675115,73,0.4866666666666667,0.41580835237568997,0.22365506366249702,34,0.22972972972972974,0.19884871178995409,0.10582591811870563,33,0.18232044198895028,0.1609862090204151,0.08389926865513311,0.1377934168121119
Fact-Finding Mission (red),common,1,MST206,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST206.png,bcKbBC6rpD6rTJ8dFLLpN,Red,1,2,6,2,,,,"Generic, Action, Attack",,,,,,,,"When this hits a hero, you may look at a face-down card in their arsenal or equipment zones.",Generic Action - Attack,,,,,,,111,0.23173277661795408,0.20168980530404973,2.122756697142857,2.209517209302326,0.10662756186852697,33,0.22,0.18769676143128158,0.10110434384743017,35,0.23648648648648649,0.20980814250281848,0.10893844512219697,43,0.23756906077348067,0.20664805213000298,0.10932328945971889,0.10645535947644869
Fact-Finding Mission (yellow),common,2,MST207,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST207.png,MdHHgpMCDBkpJFFNh9wqd,Yellow,2,2,5,2,,,,"Generic, Action, Attack",,,,,,,,"When this hits a hero, you may look at a face-down card in their arsenal or equipment zones.",Generic Action - Attack,,,,,,,74,0.1544885177453027,0.13513224696339307,2.122756697142857,1.2095412093023257,0.09711116121462228,24,0.16,0.1378817747625797,0.10239009205095684,16,0.10810810810810811,0.09414126723254922,0.06686606093322196,34,0.1878453038674033,0.16637111895392848,0.11791989201188942,0.09572534833202273
Fact-Finding Mission (blue),common,3,MST208,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST208.png,tgTDwMGbBwknnTNjTTKJJ,Blue,3,2,4,2,,,,"Generic, Action, Attack",,,,,,,,"When this hits a hero, you may look at a face-down card in their arsenal or equipment zones.",Generic Action - Attack,,,,,,,95,0.19832985386221294,0.17185532351050722,2.122756697142857,2.209517209302326,0.09125782322081137,33,0.22,0.1894470096911923,0.10110434384743017,27,0.18243243243243243,0.15773522121878214,0.08403822909426624,35,0.19337016574585636,0.16882229705786983,0.08898407281605027,0.09137554858591555
Nimble Strike (red),common,1,MST209,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST209.png,tfgqfmpf8PtwhJqcBKDwB,Red,1,1,4,2,,,,"Generic, Action, Attack",,,,,,,,"As an additional cost to play Nimble Strike, you may banish a card named Nimblism from your graveyard. If you do, Nimble Strike gain +1{p} and **go again**.",Generic Action - Attack,,,,,,,90,0.18789144050104384,0.1645887226932103,1.9428788571428568,1.9999520000000002,0.09508089689168922,14,0.09333333333333334,0.08037601763645408,0.047188483569305155,31,0.20945945945945946,0.1832091688602127,0.10608225389181082,45,0.24861878453038674,0.21915269907882962,0.12582001336366716,0.09303025027492771
Nimble Strike (yellow),common,2,MST210,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST210.png,6M6NPTgtR8MTpJJrDMtRW,Yellow,2,1,3,2,,,,"Generic, Action, Attack",,,,,,,,"As an additional cost to play Nimble Strike, you may banish a card named Nimblism from your graveyard. If you do, Nimble Strike gain +1{p} and **go again**.",Generic Action - Attack,,,,,,,47,0.09812108559498957,0.08565940633787922,1.9428788571428568,0.49998800000000004,0.08900294337440887,9,0.06,0.050845210535613014,0.05671582489483482,12,0.08108108108108109,0.0701379324441725,0.07090982361937748,26,0.143646408839779,0.12720254173350645,0.12989768404791036,0.08584111085404089
Nimble Strike (blue),common,3,MST211,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST211.png,dKnLDB7TncwgzFwBf8jfz,Blue,3,1,2,2,,,,"Generic, Action, Attack",,,,,,,,"As an additional cost to play Nimble Strike, you may banish a card named Nimblism from your graveyard. If you do, Nimble Strike gain +1{p} and **go again**.",Generic Action - Attack,,,,,,,51,0.10647181628392484,0.09220062151890128,1.9428788571428568,0.49998800000000004,0.09657766195946495,13,0.08666666666666667,0.07330847654377066,0.08192285818142808,16,0.10810810810810811,0.09318153102930528,0.09454643149250329,22,0.12154696132596685,0.10705502560028142,0.10991342496361646,0.09546090487918261
Water the Seeds (red),common,1,MST212,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST212.png,LLqCLBMtLJ86PW6CHQFRJ,Red,1,1,3,2,,,,"Generic, Action, Attack",,Go again,,,,,,"""When this attacks, your next attack this combat chain with 1 or less base {p} gets +1{p}.",,,,,,,,102,0.21294363256784968,0.18670285229079775,2.122756697142857,2.209517209302326,0.09798208387918694,11,0.07333333333333333,0.06085345256822336,0.033701447949143384,28,0.1891891891891892,0.16428657331223015,0.08715075609775758,63,0.34806629834254144,0.3093272680212628,0.16017133106889048,0.09367451170526381
Water the Seeds (yellow),common,2,MST213,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST213.png,9PMGqRfwFLwCKJfhKbmmp,Yellow,2,1,2,2,,,,"Generic, Action, Attack",,Go again,,,,,,"""When this attacks, your next attack this combat chain with 1 or less base {p} gets +1{p}.",,,,,,,,51,0.10647181628392484,0.09390127341728931,2.122756697142857,0.7095532093023257,0.08192551499953037,7,0.04666666666666667,0.04055438842203548,0.0371552292583503,20,0.13513513513513514,0.11963633340244086,0.10086476142257447,24,0.13259668508287292,0.11706836662991729,0.10176710264475591,0.07992903110856023
Water the Seeds (blue),common,3,MST214,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST214.png,Q6NPtH8N8MJcmBc9pkpHL,Blue,3,1,1,2,,,,"Generic, Action, Attack",,Go again,,,,,,"""When this attacks, your next attack this combat chain with 1 or less base {p} gets +1{p}.",,,,,,,,111,0.23173277661795408,0.20117570483291536,2.122756697142857,2.7095052093023253,0.09402769198082735,27,0.18,0.15267412083588555,0.07250378185759497,35,0.23648648648648649,0.20737523388342527,0.09660999150957907,49,0.27071823204419887,0.2363011595294848,0.10990796630892896,0.093007246558701
Wounding Blow (red),common,1,MST215,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST215.png,rLN8wNfkTtF9zBg8zwGzW,Red,1,0,4,3,,,,"Generic, Action, Attack",,,,,,,,,Generic Action - Attack,,,,,,,100,0.20876826722338204,0.18140103645339442,1.9428788571428568,1.499964,0.123905645601647,23,0.15333333333333332,0.13120151256761167,0.09174909861582455,25,0.16891891891891891,0.1454366564752202,0.09951157625786353,52,0.287292817679558,0.2524101901530475,0.17040519657350806,0.12055529048239871
Wounding Blow (yellow),common,2,MST216,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST216.png,Tb79JpdtgFJJwfFCGc9Dc,Yellow,2,0,3,3,,,,"Generic, Action, Attack",,,,,,,,,Generic Action - Attack,,,,,,,74,0.1544885177453027,0.13535103839521773,1.9428788571428568,0.9999760000000001,0.11084995204802271,20,0.13333333333333333,0.11429333302785316,0.09771122892417648,19,0.12837837837837837,0.1136718245528313,0.0903780499968872,35,0.19337016574585636,0.17052882543266454,0.13852812583921187,0.10887246825342518
Wounding Blow (blue),common,3,MST217,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST217.png,nGQcDzcjQ8gw8HGzwCGnF,Blue,3,0,2,3,,,,"Generic, Action, Attack",,,,,,,,,Generic Action - Attack,,,,,,,188,0.3924843423799583,0.34005921591351085,1.9428788571428568,3.4999159999999994,0.13772365726986988,87,0.58,0.49190275268061623,0.20014758205682778,38,0.25675675675675674,0.22882738036433506,0.09151706271503571,63,0.34806629834254144,0.3051740288760097,0.12229448371247292,0.13798637616144546
Evasive Leap (red),common,1,MST218,"Generic, Defense Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST218.png,QtTgrgcKwKqCJ8dc9Mbbb,Red,1,0,,3,,,,"Generic, Defense Reaction",,,,,,,,,Generic Defense Reaction,,,,,,,155,0.3235908141962422,0.27914278831167494,2.122756697142857,3.2094932093023254,0.11742424733258308,82,0.5466666666666666,0.4653278194307357,0.19598785907016109,43,0.2905405405405405,0.25467539305668824,0.10662556767154388,30,0.16574585635359115,0.14485229013421097,0.06020151905134877,0.12093831526435124
Evasive Leap (yellow),common,2,MST219,"Generic, Defense Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST219.png,whmMnfgwjqMJCHKGBHfq7,Yellow,2,0,,2,,,,"Generic, Defense Reaction",,,,,,,,,Generic Defense Reaction,,,,,,,86,0.17954070981210857,0.15371472813124343,2.122756697142857,1.7095292093023255,0.09539550428297831,26,0.17333333333333334,0.1474630714607495,0.09272581141909436,27,0.18243243243243243,0.15767428630107486,0.09633109221622144,33,0.18232044198895028,0.155658009299415,0.09682244123289019,0.09529311495606867
Evasive Leap (blue),common,3,MST220,"Generic, Defense Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST220.png,N8LCzb9K8GdzMRmNbB6GM,Blue,3,0,,1,,,,"Generic, Defense Reaction",,,,,,,,,Generic Defense Reaction,,,,,,,65,0.13569937369519833,0.11690366058243405,2.122756697142857,1.2095412093023257,0.08530034431014119,19,0.12666666666666668,0.10818030979795687,0.08105882287367416,18,0.12162162162162163,0.10592636430900572,0.0752243185498747,28,0.15469613259668508,0.13310886757767693,0.09711049930390893,0.0844645469091526
Nimblism (red),common,1,MST221,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST221.png,8gDnjCfGbwdzrRztkMJJG,Red,1,0,,2,,,,"Generic, Action",,Go again,,,,,,"""The next attack action card with cost 1 or less you play this turn gains +3{p}.",,,,,,,,86,0.17954070981210857,0.15600198515762922,1.9428788571428568,0.9999760000000001,0.12882561994770209,6,0.04,0.03365937365937365,0.029313368677252944,32,0.21621621621621623,0.1897085939059414,0.15221566315265211,48,0.26519337016574585,0.22982968477082355,0.18998142972234772,0.12383682051741758
Nimblism (yellow),common,2,MST222,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST222.png,M6j9KrDRqMMHwGqw9QLKz,Yellow,2,0,,2,,,,"Generic, Action",,Go again,,,,,,"""The next attack action card with cost 1 or less you play this turn gains +2{p}.",,,,,,,,57,0.11899791231732777,0.10393332910343414,1.9428788571428568,0.9999760000000001,0.08538442252347696,7,0.04666666666666667,0.039604986354212356,0.03419893012346177,22,0.14864864864864866,0.130645474743249,0.10464826841744833,28,0.15469613259668508,0.13540213494702905,0.1108225006713695,0.08322323307075986
Nimblism (blue),common,3,MST223,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST223.png,cQD9DmppBQNGqb9CdqCRc,Blue,3,0,,2,,,,"Generic, Action",,Go again,,,,,,"""The next attack action card with cost 1 or less you play this turn gains +1{p}.",,,,,,,,77,0.16075156576200417,0.14139265384524163,1.9428788571428568,1.499964,0.09540734711326819,13,0.08666666666666667,0.07109903136218926,0.0518581861741617,31,0.20945945945945946,0.18589718475917938,0.12339435455975077,33,0.18232044198895028,0.16325659195129164,0.10814175936395704,0.09446476669928983
Cracked Bauble (yellow),token,,SEA246,[],https://storage.googleapis.com/fabmaster/cardfaces/2025-SEA/EN/SEA246.png,Dbhn6rRcrbdRnKbqdPdwh,Yellow,2,,,,,,,"Generic, Resource",,,,,,,,*(A player may add any number of Cracked Baubles to their card-pool in sealed deck or booster draft formats.)*,Generic Resource,,,,,,,9,0.018789144050104383,0.018789144050104383,0.0,0.0,0.0,0,0.0,0.0,0.0,7,0.0472972972972973,0.0472972972972973,0.0,2,0.011049723756906077,0.011049723756906077,0.0,0.0
